method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.distribution.BetaDistributionImpl$density<D>,0.0,0.0,0.0,0.0,0.998566,0.54202,0.0,0.0,0.0,0.0,0.0,0.998566,1.0,0.997603,0.998566,0.0,0.998566,0.0,0.0,0.999049,0.0,0.0,0.998873,0.0,0.0,0.0,0.217523,0.0,0.0,0.0,0.0,0.0,0.0,0.047536,0.497378,0.339411,0.0909091,0.057971,0.00478841,0.046595,0.333333,0
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,0.998566,0.54202,0.0,0.0,0.0,0.0,0.0,0.998566,1.0,0.997603,0.998566,0.0,0.998566,0.0,0.0,0.999049,0.0,0.0,0.998873,0.0,0.0,0.0,0.217523,0.0,0.0,0.0,0.0,0.0,0.0,0.0955081,0.388112,0.289918,0.0909091,0.0289855,0.00107739,0.00716846,0.2,0
org.apache.commons.math.linear.EigenDecompositionImpl$<init><Lorg/apache/commons/math/linear/RealMatrix;D>,0.0,0.0,0.0,0.0,0.996416,0.267232,0.0,0.017883,0.0,0.0,0.0,0.996416,0.399139,0.994016,0.996416,0.0,0.996416,0.0,0.0,0.99762,0.0,0.0,0.997182,0.0,0.0,0.0,0.21639,0.0,0.0,0.0,0.134666,0.29485,0.0,0.0213694,0.3125,0.181026,0.181818,0.0434783,0.00113725,0.0537634,0.133333,0
org.apache.commons.math.util.FastMath$acos<D>,0.0,0.0,0.0,0.0,0.997849,0.31303,0.0,0.00531658,0.0,0.0,0.0,0.997849,0.666188,0.996406,0.997849,0.0,0.997849,0.0,0.0,0.998573,0.0,0.0,0.99831,0.0,0.0,0.0,0.217145,0.0,0.0,0.0,0.0642535,0.171246,0.0,0.0614915,0.0594406,0.0594406,0.0909091,0.173913,0.013228,0.139785,0.0666667,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.997849,0.31303,0.0,0.0183664,0.0,0.0,0.0,0.997849,0.666188,0.996406,0.997849,0.0,0.997849,0.0,0.0,0.998573,0.0,0.0,0.99831,0.0,0.0,0.0,0.217145,0.0,0.0,0.0,0.136768,0.298067,0.0,0.0584387,0.344843,0.145178,0.0909091,0.0289855,0.00125696,0.0179211,0.333333,0
org.apache.commons.math.linear.ArrayRealVector$set<ILorg/apache/commons/math/linear/ArrayRealVector;>,0.0,0.0,0.0,0.0,0.998566,0.54202,0.0,0.0,0.0,0.0,0.0,0.998566,1.0,0.997603,0.998566,0.0,0.998566,0.0,0.0,0.999049,0.0,0.0,0.998873,0.0,0.0,0.0,0.217523,0.0,0.0,0.0,0.0,0.0,0.0,0.302224,0.300699,0.300699,0.181818,0.0434783,0.000299276,0.00358423,0.0,0
org.apache.commons.math.analysis.function.Floor$<init><>,0.0,0.0,0.0,0.0,0.997849,0.31303,0.0,0.000483325,0.0,0.0,0.0,0.997849,0.666188,0.996406,0.997849,0.0,0.997849,0.0,0.0,0.998573,0.0,0.0,0.99831,0.0,0.0,0.0,0.217145,0.0,0.0,0.0,0.010801,0.0376227,0.0,0.00261666,0.000437063,0.000437063,0.0,0.0144928,0.00011971,0.0,0.0,0
org.apache.commons.math.distribution.GammaDistributionImpl$cumulativeProbability<D>,0.0,0.0,0.0,0.0,0.998566,0.54202,0.0,0.017883,0.0,0.0,0.0,0.998566,1.0,0.997603,0.998566,0.0,0.998566,0.0,0.0,0.999049,0.0,0.0,0.998873,0.0,0.0,0.0,0.217523,0.0,0.0,0.0,0.134666,0.29485,0.0,0.0466638,1.0,0.307911,0.0909091,0.057971,0.000957682,0.0107527,0.2,0
org.apache.commons.math.dfp.Dfp$log10<>,0.0,0.0,0.0,0.0,0.987097,0.128235,0.0,0.00966651,0.0,0.0,0.0,0.987097,0.109835,0.978591,0.987097,0.0,0.987097,0.0,0.0,0.991405,0.0,0.0,0.98984,0.0,0.0,0.0,0.21148,0.0,0.0,0.0,0.0934185,0.22682,0.0,0.0632359,0.0611888,0.0611888,0.0,0.0144928,0.00341174,0.0215054,0.0,0
org.apache.commons.math.dfp.Dfp$subtract<Lorg/apache/commons/math/dfp/Dfp;>,0.0,0.0,0.0,0.0,0.95914,0.119304,0.0,0.0265829,0.0,0.0,0.0,0.95914,0.0337023,0.933448,0.95914,0.0,0.95914,0.0,0.0,0.972523,0.0,0.0,0.967674,0.0,0.0,0.0,0.196752,0.0,0.0,0.0,0.169058,0.345106,0.0,0.0632359,0.0611888,0.0611888,0.0909091,0.0289855,0.000239421,0.0,0.0,0
