method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang.text.StrBuilder$indexOf<Lorg/apache/commons/lang/text/StrMatcher;>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.261154,0.258507,0.258507,0.111111,0.0454545,0.001207,0.0,0.0526316,0
org.apache.commons.lang.text.StrMatcher$StringMatcher$<init><Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.81685,0.0440625,0.0,0.0277286,0.0,0.0,0.0,0.81685,0.0163971,0.793485,0.81685,0.0,0.81685,0.0,0.0,0.829056,0.0,0.0,0.823223,0.0,0.0,0.0,0.0608458,0.0,0.0,0.0,0.383403,0.648736,0.0,0.261154,0.258507,0.258507,0.111111,0.0454545,0.0018105,0.0263158,0.0,0
org.apache.commons.lang.builder.CompareToBuilder$append<[C[C>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.00294985,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0937451,0.385741,0.0,0.865556,0.947463,0.89597,0.222222,0.0909091,0.0187085,0.197368,0.0526316,0
org.apache.commons.lang.text.StrBuilder$startsWith<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.274836,0.390448,0.379701,0.111111,0.0909091,0.0105613,0.131579,0.0526316,0
org.apache.commons.lang.BitField$<init><I>,0.0,0.0,0.0,0.0,0.937729,0.0505829,0.0,0.00825959,0.0,0.0,0.0,0.937729,0.0553633,0.928434,0.937729,0.0,0.937729,0.0,0.0,0.942447,0.0,0.0,0.940192,0.0,0.0,0.0,0.0698499,0.0,0.0,0.0,0.185809,0.485043,0.0,0.444378,0.596418,0.581015,0.111111,0.0909091,0.007242,0.118421,0.0526316,0
org.apache.commons.lang.time.FastDateFormat$PaddedNumberField$<init><II>,0.316228,0.1,0.684211,1.0,0.934066,0.445169,0.989498,0.989381,1.0,0.181818,0.0555556,0.934066,0.0520833,0.924268,0.934066,0.0912865,0.934066,0.1,0.55,0.939043,0.98951,0.181818,0.936664,0.0526316,0.1,0.989393,0.995089,1.0,1.0,1.0,0.468413,0.121406,0.994679,0.838192,0.837612,0.837612,0.222222,0.0681818,0.00452625,0.0657895,0.0526316,0
org.apache.commons.lang.LocaleUtils$isAvailableLocale<Ljava/util/Locale;>,0.0,0.0,0.0,0.0,0.948718,0.0511757,0.0,0.00648968,0.0,0.0,0.0,0.948718,0.0680147,0.94096,0.948718,0.0,0.948718,0.0,0.0,0.952645,0.0,0.0,0.950768,0.0,0.0,0.0,0.0706685,0.0,0.0,0.0,0.159364,0.458726,0.0,0.082094,0.078806,0.078806,0.111111,0.0227273,0.00090525,0.0,0.105263,0
org.apache.commons.lang.builder.ToStringStyle$getSummaryObjectStartText<>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.930993,0.930746,0.930746,0.0,0.0227273,0.0006035,0.0,0.0526316,0
org.apache.commons.lang.Entities$BinaryEntityMap$<init><I>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.769185,0.768358,0.768358,0.111111,0.0454545,0.00090525,0.0131579,0.157895,0
org.apache.commons.lang.mutable.MutableFloat$decrement<>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.197501,0.194627,0.194627,0.0,0.0227273,0.0018105,0.0131579,0.210526,0
org.apache.commons.lang.mutable.MutableDouble$longValue<>,0.0,0.0,0.0,0.0,0.981685,0.189883,0.0,0.00117994,0.0,0.0,0.0,0.981685,0.197059,0.978803,0.981685,0.0,0.981685,0.0,0.0,0.983132,0.0,0.0,0.98244,0.0,0.0,0.0,0.0731242,0.0,0.0,0.0,0.0473447,0.324368,0.0,0.455086,0.453134,0.453134,0.0,0.0227273,0.00090525,0.0,0.157895,0
org.apache.commons.lang.mutable.MutableFloat$equals<Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.402736,0.400597,0.400597,0.111111,0.0454545,0.0042245,0.0,0.210526,0
org.apache.commons.lang.math.Fraction$getFraction<D>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.00117994,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0473447,0.324368,0.0,0.623438,0.85194,0.837224,0.111111,0.431818,0.0440555,0.513158,0.105263,0
org.apache.commons.lang.mutable.MutableShort$add<S>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.197501,0.194627,0.194627,0.111111,0.0454545,0.00211225,0.0131579,0.263158,0
org.apache.commons.lang.mutable.MutableLong$getValue<>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.455086,0.453134,0.453134,0.0,0.0227273,0.00150875,0.0,0.157895,0
org.apache.commons.lang.text.StrTokenizer$<clinit><>,0.0,0.0,0.0,0.0,0.787546,0.0424818,0.0,0.0324484,0.0,0.0,0.0,0.787546,0.0136283,0.761533,0.787546,0.0,0.787546,0.0,0.0,0.80123,0.0,0.0,0.794691,0.0,0.0,0.0,0.058663,0.0,0.0,0.0,0.419304,0.674225,0.0,0.259369,0.402985,0.324975,0.0,0.0,0.016898,0.184211,0.0526316,0
org.apache.commons.lang.builder.ToStringStyle$append<Ljava/lang/StringBuffer;Ljava/lang/String;[DLjava/lang/Boolean;>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.941701,0.941493,0.941493,0.444444,0.113636,0.0090525,0.0921053,0.0,0
org.apache.commons.lang.time.DateUtils$addMinutes<Ljava/util/Date;I>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.193932,0.191045,0.191045,0.222222,0.0454545,0.001207,0.0,0.210526,0
org.apache.commons.lang.builder.ToStringStyle$setFieldNameValueSeparator<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.930993,0.930746,0.930746,0.111111,0.0454545,0.00211225,0.0394737,0.0526316,0
org.apache.commons.lang.ArrayUtils$isEmpty<[J>,0.0,0.0,0.0,0.0,0.989011,0.407232,0.0,0.0,0.0,0.0,0.0,0.989011,0.330882,0.987267,0.989011,0.0,0.989011,0.0,0.0,0.989885,0.0,0.0,0.989467,0.0,0.0,0.0,0.0736699,0.0,0.0,0.0,0.0,0.246466,0.0,0.519334,0.517612,0.517612,0.111111,0.0227273,0.002414,0.0263158,0.315789,0
org.apache.commons.lang.time.FastDateFormat$TimeZoneNameRule$estimateLength<>,0.707107,0.5,0.666667,0.5,0.996337,0.802411,1.0,0.499705,0.5,0.666667,0.5,0.996337,1.0,0.99575,0.996337,0.866026,0.996337,0.5,0.75,0.99663,0.499706,0.666667,0.99649,0.333333,0.5,0.0,0.536971,0.5,0.5,0.0,0.0646744,0.246466,0.499853,0.756692,0.837612,0.804896,0.0,0.0227273,0.00512975,0.0526316,0.105263,0
