method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.linear.EigenDecompositionImpl$<init><Lorg/apache/commons/math/linear/RealMatrix;D>,0.0,0.0,0.0,0.0,0.937729,0.124031,0.0,0.0122655,0.0,0.0,0.0,0.937729,0.0987083,0.926558,0.937729,0.0,0.937729,0.0,0.0,0.943428,0.0,0.0,0.940735,0.0,0.0,0.0,0.154031,0.0,0.0,0.0,0.20849,0.345366,0.0,0.0333075,0.0698758,0.0407054,0.2,0.0555556,0.0159574,0.0392157,0.1875,0
org.apache.commons.math.stat.regression.OLSMultipleLinearRegression$solveUpperTriangular<Lorg/apache/commons/math/linear/RealMatrix;Lorg/apache/commons/math/linear/RealMatrix;>,0.0,0.0,0.0,0.0,0.981685,0.321705,0.0,0.0036075,0.0,0.0,0.0,0.981685,0.280481,0.978216,0.981685,0.0,0.981685,0.0,0.0,0.983432,0.0,0.0,0.982607,0.0,0.0,0.0,0.161252,0.0,0.0,0.0,0.0931973,0.184155,0.0,0.041828,0.107143,0.0764453,0.2,0.148148,0.0585106,0.0784314,0.125,0
org.apache.commons.math.MathRuntimeException$createParseException<Ljava/lang/String;[Ljava/lang/Object;I>,0.0,0.0,0.0,0.0,0.985348,0.370155,0.0,0.002886,0.0,0.0,0.0,0.985348,0.328449,0.982561,0.985348,0.0,0.985348,0.0,0.0,0.986751,0.0,0.0,0.986088,0.0,0.0,0.0,0.161853,0.0,0.0,0.0,0.0794749,0.161429,0.0,0.0836561,0.0815217,0.0815217,0.3,0.0555556,0.00759878,0.0,0.0625,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.92674,0.122577,0.0,0.01443,0.0,0.0,0.0,0.92674,0.0842491,0.913779,0.92674,0.0,0.92674,0.0,0.0,0.933374,0.0,0.0,0.930239,0.0,0.0,0.0,0.152226,0.0,0.0,0.0,0.230347,0.37174,0.0,0.041828,0.0427019,0.0411491,0.1,0.037037,0.00455927,0.00653595,0.125,0
org.apache.commons.math.analysis.PolynomialFunction$differentiate<[D>,0.0,0.0,0.0,0.0,0.996337,0.515504,0.0,0.002886,0.0,0.0,0.0,0.996337,0.664225,0.995631,0.996337,0.0,0.996337,0.0,0.0,0.996691,0.0,0.0,0.996524,0.0,0.0,0.0,0.163658,0.0,0.0,0.0,0.0794749,0.161429,0.0,0.898528,0.898292,0.898292,0.1,0.0740741,0.0349544,0.0522876,0.125,0
org.apache.commons.math.linear.SingularValueDecompositionImpl$getU<>,0.0,0.0,0.0,0.0,0.996337,0.515504,0.0,0.00505051,0.0,0.0,0.0,0.996337,0.664225,0.995631,0.996337,0.0,0.996337,0.0,0.0,0.996691,0.0,0.0,0.996524,0.0,0.0,0.0,0.163658,0.0,0.0,0.0,0.117562,0.222189,0.0,0.0635167,0.0613354,0.0613354,0.0,0.185185,0.110182,0.130719,0.0,0
org.apache.commons.math.linear.RealMatrixImpl$getEntry<II>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.023088,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16426,0.0,0.0,0.0,0.305059,0.455196,0.0,0.0867545,0.107143,0.0996377,0.2,0.0740741,0.0273556,0.0130719,0.625,0
org.apache.commons.math.stat.descriptive.StatisticalSummaryValues$<init><DDJDDD>,0.0,0.0,0.0,0.0,0.981685,0.321705,0.0,0.0036075,0.0,0.0,0.0,0.981685,0.280481,0.978216,0.981685,0.0,0.981685,0.0,0.0,0.983432,0.0,0.0,0.982607,0.0,0.0,0.0,0.161252,0.0,0.0,0.0,0.0931973,0.184155,0.0,0.659179,0.658385,0.658385,0.6,0.12963,0.0151976,0.0457516,0.0,0
org.apache.commons.math.stat.Frequency$valuesIterator<>,0.0,0.0,0.0,0.0,0.989011,0.418605,0.0,0.0021645,0.0,0.0,0.0,0.989011,0.395604,0.986911,0.989011,0.0,0.989011,0.0,0.0,0.990066,0.0,0.0,0.989568,0.0,0.0,0.0,0.162455,0.0,0.0,0.0,0.0642965,0.134988,0.0,0.756003,0.755435,0.755435,0.0,0.0185185,0.00303951,0.0,0.1875,0
org.apache.commons.math.linear.SparseRealMatrix$getColumnDimension<>,0.0,0.0,0.0,0.0,0.908425,0.120155,0.0,0.0180375,0.0,0.0,0.0,0.908425,0.0672907,0.892599,0.908425,0.0,0.908425,0.0,0.0,0.916568,0.0,0.0,0.91272,0.0,0.0,0.0,0.149218,0.0,0.0,0.0,0.263553,0.410001,0.0,0.0480248,0.0458075,0.0458075,0.0,0.0185185,0.00151976,0.0,0.0,0
org.apache.commons.math.linear.BigMatrixImpl$hashCode<>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16426,0.0,0.0,0.0,0.0,0.0,0.0,0.109218,0.637422,0.37368,0.0,0.12963,0.0463526,0.0588235,0.5625,0
org.apache.commons.math.stat.StatUtils$meanDifference<[D[D>,0.0,0.0,0.0,0.0,0.989011,0.418605,0.0,0.0021645,0.0,0.0,0.0,0.989011,0.395604,0.986911,0.989011,0.0,0.989011,0.0,0.0,0.990066,0.0,0.0,0.989568,0.0,0.0,0.0,0.162455,0.0,0.0,0.0,0.0642965,0.134988,0.0,0.821069,0.820652,0.820652,0.2,0.037037,0.00531915,0.0,0.1875,0
org.apache.commons.math.stat.regression.SimpleRegression$<init><Lorg/apache/commons/math/distribution/TDistribution;>,0.0,0.0,0.0,0.0,0.945055,0.125,0.0,0.0108225,0.0,0.0,0.0,0.945055,0.111183,0.935107,0.945055,0.0,0.945055,0.0,0.0,0.95012,0.0,0.0,0.947726,0.0,0.0,0.0,0.155235,0.0,0.0,0.0,0.192889,0.325889,0.0,0.659179,0.658385,0.658385,0.1,0.037037,0.0220365,0.0457516,0.0,0
org.apache.commons.math.ode.AbstractIntegrator$getEventHandlers<>,0.0,0.0,0.0,0.0,0.989011,0.418605,0.0,0.0021645,0.0,0.0,0.0,0.989011,0.395604,0.986911,0.989011,0.0,0.989011,0.0,0.0,0.990066,0.0,0.0,0.989568,0.0,0.0,0.0,0.162455,0.0,0.0,0.0,0.0642965,0.134988,0.0,0.109218,0.107143,0.107143,0.0,0.0185185,0.00227964,0.0,0.0,0
org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatistics$getSumsq<>,0.0,0.0,0.0,0.0,0.989011,0.418605,0.0,0.0021645,0.0,0.0,0.0,0.989011,0.395604,0.986911,0.989011,0.0,0.989011,0.0,0.0,0.990066,0.0,0.0,0.989568,0.0,0.0,0.0,0.162455,0.0,0.0,0.0,0.0642965,0.134988,0.0,0.329977,0.328416,0.328416,0.0,0.0185185,0.00151976,0.0,0.0,0
org.apache.commons.math.linear.DefaultRealMatrixChangingVisitor$<init><>,0.0,0.0,0.0,0.0,0.959707,0.126938,0.0,0.00793651,0.0,0.0,0.0,0.959707,0.147647,0.952278,0.959707,0.0,0.959707,0.0,0.0,0.963473,0.0,0.0,0.961693,0.0,0.0,0.0,0.157641,0.0,0.0,0.0,0.158433,0.280659,0.0,0.0139427,0.011646,0.011646,0.0,0.0185185,0.00151976,0.0,0.0,0
org.apache.commons.math.estimation.WeightedMeasurement$<init><DD>,0.0,0.0,0.0,0.0,0.860806,0.113857,0.0,0.027417,0.0,0.0,0.0,0.860806,0.0430403,0.838216,0.860806,0.0,0.860806,0.0,0.0,0.872589,0.0,0.0,0.867023,0.0,0.0,0.0,0.141396,0.0,0.0,0.0,0.337235,0.488507,0.0,0.463981,0.462733,0.462733,0.2,0.0555556,0.00835866,0.0261438,0.0,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$estimateRegressionParameters<>,0.0,0.0,0.0,0.0,0.985348,0.370155,0.0,0.002886,0.0,0.0,0.0,0.985348,0.328449,0.982561,0.985348,0.0,0.985348,0.0,0.0,0.986751,0.0,0.0,0.986088,0.0,0.0,0.0,0.161853,0.0,0.0,0.0,0.0794749,0.161429,0.0,0.041828,0.0395963,0.0395963,0.0,0.037037,0.00455927,0.00653595,0.125,0
org.apache.commons.math.stat.descriptive.moment.Skewness$increment<D>,0.0,0.0,0.0,0.0,0.981685,0.321705,0.0,0.0036075,0.0,0.0,0.0,0.981685,0.280481,0.978216,0.981685,0.0,0.981685,0.0,0.0,0.983432,0.0,0.0,0.982607,0.0,0.0,0.0,0.161252,0.0,0.0,0.0,0.0931973,0.184155,0.0,0.659179,0.658385,0.658385,0.1,0.037037,0.00531915,0.0130719,0.0,0
org.apache.commons.math.transform.FastSineTransformer$transform<[D>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16426,0.0,0.0,0.0,0.0,0.0,0.0,0.499613,0.498447,0.498447,0.1,0.037037,0.00227964,0.0,0.0,0
org.apache.commons.math.geometry.Rotation$getQ3<>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16426,0.0,0.0,0.0,0.0,0.0,0.0,0.461658,0.460404,0.460404,0.0,0.0185185,0.00151976,0.0,0.0,0
