method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,0.997555,0.687402,0.0,0.0,0.0,0.0,0.0,0.997555,0.498777,0.997066,0.997555,0.0,0.997555,0.0,0.0,0.9978,0.0,0.0,0.997685,0.0,0.0,0.0,0.166871,0.0,0.0,0.0,0.0,0.0396543,0.0,0.0302872,0.26893,0.189382,0.1,0.0289855,0.00576369,0.00921659,0.117647,0
org.apache.commons.math.linear.EigenDecompositionImpl$<init><Lorg/apache/commons/math/linear/RealMatrix;D>,0.0,0.0,0.0,0.0,0.953545,0.121913,0.0,0.00884956,0.0,0.0,0.0,0.953545,0.0476773,0.944738,0.953545,0.0,0.953545,0.0,0.0,0.958014,0.0,0.0,0.955906,0.0,0.0,0.0,0.159509,0.0,0.0,0.0,0.174727,0.338378,0.0,0.17859,0.17859,0.17859,0.2,0.0434783,0.00704451,0.0276498,0.0,0
org.apache.commons.math.util.OpenIntToDoubleHashMap$<init><D>,0.0,0.0,0.0,0.0,0.91687,0.117224,0.0,0.0162242,0.0,0.0,0.0,0.91687,0.0261963,0.901825,0.91687,0.0,0.91687,0.0,0.0,0.924589,0.0,0.0,0.920948,0.0,0.0,0.0,0.153374,0.0,0.0,0.0,0.251301,0.42816,0.0,0.337859,0.337859,0.337859,0.1,0.0289855,0.00128082,0.00460829,0.0588235,0
org.apache.commons.math.ode.sampling.AbstractStepInterpolator$isForward<>,0.149071,0.0222222,0.75419,1.0,0.784841,0.412629,0.958588,0.956735,1.0,0.032967,0.011236,0.784841,0.00881844,0.752355,0.784841,0.0158013,0.784841,0.0222222,0.674074,0.802173,0.958608,0.032967,0.794002,0.0167598,0.0222222,0.956778,0.964008,1.0,1.0,1.0,0.542765,0.562554,0.97814,0.399478,0.399478,0.399478,0.0,0.0144928,0.00064041,0.0,0.0,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.94621,0.120975,0.0,0.0103245,0.0,0.0,0.0,0.94621,0.0411396,0.936105,0.94621,0.0,0.94621,0.0,0.0,0.951349,0.0,0.0,0.948925,0.0,0.0,0.0,0.158282,0.0,0.0,0.0,0.191972,0.359781,0.0,0.164491,0.217232,0.190862,0.1,0.0289855,0.00192123,0.00460829,0.235294,0
org.apache.commons.math.linear.ArrayRealVector$set<ILorg/apache/commons/math/linear/ArrayRealVector;>,0.0,0.0,0.0,0.0,0.997555,0.687402,0.0,0.0,0.0,0.0,0.0,0.997555,0.498777,0.997066,0.997555,0.0,0.997555,0.0,0.0,0.9978,0.0,0.0,0.997685,0.0,0.0,0.0,0.166871,0.0,0.0,0.0,0.0,0.0396543,0.0,0.164491,0.164491,0.164491,0.2,0.0434783,0.00160102,0.00460829,0.0,0
org.apache.commons.math.analysis.ComposableFunction$17$value<D>,0.0,0.0,0.0,0.0,0.99511,0.374805,0.0,0.000491642,0.0,0.0,0.0,0.99511,0.331703,0.994134,0.99511,0.0,0.99511,0.0,0.0,0.995599,0.0,0.0,0.995368,0.0,0.0,0.0,0.166462,0.0,0.0,0.0,0.0215471,0.0916131,0.0,0.0240209,0.0240209,0.0240209,0.1,0.0289855,0.00064041,0.0,0.0,0
org.apache.commons.math.linear.Array2DRowRealMatrix$getData<>,0.0,0.0,0.0,0.0,0.689487,0.0881525,0.0,0.0619469,0.0,0.0,0.0,0.689487,0.00538661,0.649041,0.689487,0.0,0.689487,0.0,0.0,0.711677,0.0,0.0,0.70122,0.0,0.0,0.0,0.115337,0.0,0.0,0.0,0.534205,0.686917,0.0,0.164491,0.164491,0.164491,0.0,0.0144928,0.00064041,0.0,0.0,0
org.apache.commons.math.linear.SingularValueDecompositionImpl$getU<>,0.0,0.0,0.0,0.0,0.99511,0.374805,0.0,0.00491642,0.0,0.0,0.0,0.99511,0.331703,0.994134,0.99511,0.0,0.99511,0.0,0.0,0.995599,0.0,0.0,0.995368,0.0,0.0,0.0,0.166462,0.0,0.0,0.0,0.120509,0.265156,0.0,0.0125326,0.17859,0.0646114,0.0,0.217391,0.0528338,0.115207,0.176471,0
org.apache.commons.math.ode.nonstiff.DormandPrince54Integrator$estimateError<[[D[D[DD>,0.0,0.0,0.0,0.0,0.96577,0.123476,0.0,0.00639135,0.0,0.0,0.0,0.96577,0.0643847,0.959181,0.96577,0.0,0.96577,0.0,0.0,0.969101,0.0,0.0,0.96753,0.0,0.0,0.0,0.161554,0.0,0.0,0.0,0.142618,0.296236,0.0,0.0637076,0.399478,0.357507,0.4,0.15942,0.0349023,0.0322581,0.0588235,0
