method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang.text.StrBuilder$indexOf<Lorg/apache/commons/lang/text/StrMatcher;>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.180198,0.180198,0.180198,0.111111,0.0454545,0.001207,0.0,0.0526316,0
org.apache.commons.lang.text.StrMatcher$StringMatcher$<init><Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.822222,0.072549,0.0,0.0285021,0.0,0.0,0.0,0.822222,0.01678,0.79902,0.822222,0.0,0.822222,0.0,0.0,0.834347,0.0,0.0,0.82856,0.0,0.0,0.0,0.115565,0.0,0.0,0.0,0.384158,0.5345,0.0,0.180198,0.180198,0.180198,0.111111,0.0454545,0.0018105,0.0263158,0.0,0
org.apache.commons.lang.builder.CompareToBuilder$append<[C[C>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.00303214,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0939297,0.185055,0.0,0.850825,0.941914,0.884983,0.222222,0.0909091,0.0187085,0.197368,0.0526316,0
org.apache.commons.lang.text.StrBuilder$startsWith<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.19538,0.326073,0.314191,0.111111,0.0909091,0.0105613,0.131579,0.0526316,0
org.apache.commons.lang.BitField$<init><I>,0.0,0.0,0.0,0.0,0.944444,0.0833333,0.0,0.00848999,0.0,0.0,0.0,0.944445,0.0590278,0.935951,0.944444,0.0,0.944444,0.0,0.0,0.948753,0.0,0.0,0.946696,0.0,0.0,0.0,0.132743,0.0,0.0,0.0,0.186175,0.316999,0.0,0.383498,0.553795,0.536766,0.111111,0.0909091,0.007242,0.118421,0.0526316,0
org.apache.commons.lang.time.FastDateFormat$PaddedNumberField$<init><II>,0.0,0.0,0.0,0.0,0.937037,0.0826797,0.0,0.00970285,0.0,0.0,0.0,0.937037,0.0520576,0.927498,0.937037,0.0,0.937037,0.0,0.0,0.941885,0.0,0.0,0.939571,0.0,0.0,0.0,0.131702,0.0,0.0,0.0,0.202383,0.337485,0.0,0.820462,0.820462,0.820462,0.222222,0.0681818,0.00452625,0.0657895,0.0526316,0
org.apache.commons.lang.LocaleUtils$isAvailableLocale<Ljava/util/Locale;>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.141254,0.141254,0.141254,0.111111,0.0227273,0.00090525,0.0,0.0526316,0
org.apache.commons.lang.builder.ToStringStyle$getSummaryObjectStartText<>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.923432,0.923432,0.923432,0.0,0.0227273,0.0006035,0.0,0.0526316,0
org.apache.commons.lang.Entities$BinaryEntityMap$<init><I>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.743894,0.743894,0.743894,0.111111,0.0454545,0.00090525,0.0131579,0.157895,0
org.apache.commons.lang.mutable.MutableFloat$decrement<>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.109571,0.109571,0.109571,0.0,0.0227273,0.0018105,0.0131579,0.210526,0
org.apache.commons.lang.ArrayUtils$toPrimitive<[Ljava/lang/Float;>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.000606428,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0268419,0.061962,0.0,0.715512,0.715512,0.715512,0.111111,0.0681818,0.00875075,0.0921053,0.157895,0
org.apache.commons.lang.mutable.MutableDouble$longValue<>,0.0,0.0,0.0,0.0,0.988889,0.313726,0.0,0.00121286,0.0,0.0,0.0,0.988889,0.247222,0.987098,0.988889,0.0,0.988889,0.0,0.0,0.989788,0.0,0.0,0.989358,0.0,0.0,0.0,0.13899,0.0,0.0,0.0,0.047438,0.103509,0.0,0.39538,0.39538,0.39538,0.0,0.0227273,0.00090525,0.0,0.157895,0
org.apache.commons.lang.mutable.MutableFloat$equals<Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.996296,0.673203,0.0,0.0,0.0,0.0,0.0,0.996297,0.498148,0.995694,0.996296,0.0,0.996296,0.0,0.0,0.996598,0.0,0.0,0.996454,0.0,0.0,0.0,0.140031,0.0,0.0,0.0,0.0,0.0,0.0,0.337294,0.337294,0.337294,0.111111,0.0454545,0.0042245,0.0,0.210526,0
org.apache.commons.lang.ArrayUtils$clone<[S>,0.0,0.0,0.0,0.0,0.992593,0.346405,0.0,0.00121286,0.0,0.0,0.0,0.992593,0.330864,0.991393,0.992593,0.0,0.992593,0.0,0.0,0.993194,0.0,0.0,0.992906,0.0,0.0,0.0,0.139511,0.0,0.0,0.0,0.047438,0.103509,0.0,0.466667,0.894389,0.609241,0.111111,0.0227273,0.002414,0.0263158,0.157895,0
