method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,0.998979,0.468227,0.0,0.000366972,0.0,0.0,0.0,0.998979,0.332993,0.998247,0.998979,0.0,0.998979,0.0,0.0,0.999345,0.0,0.0,0.999218,0.0,0.0,0.0,0.262034,0.0,0.0,0.0,0.00915178,0.180805,0.0,0.0610429,0.569628,0.399641,0.0909091,0.00961538,0.000596534,0.00419287,0.121212,0
org.apache.commons.math.random.RandomDataImpl$nextLong<JJ>,0.0,0.0,0.0,0.0,0.999489,0.734113,0.0,0.0,0.0,0.0,0.0,0.999489,0.499745,0.999123,0.999489,0.0,0.999489,0.0,0.0,0.999673,0.0,0.0,0.999609,0.0,0.0,0.0,0.262304,0.0,0.0,0.0,0.0,0.152039,0.0,0.359509,0.553028,0.478284,0.181818,0.0192308,0.000954455,0.00628931,0.151515,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.998979,0.468227,0.0,0.0165138,0.0,0.0,0.0,0.998979,0.332993,0.998247,0.998979,0.0,0.998979,0.0,0.0,0.999345,0.0,0.0,0.999218,0.0,0.0,0.0,0.262034,0.0,0.0,0.0,0.127756,0.395953,0.0,0.33773,0.539195,0.398976,0.0909091,0.00961538,0.000626361,0.0104822,0.151515,0
org.apache.commons.math.exception.NotFiniteNumberException$<init><Ljava/lang/Number;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.996425,0.335283,0.0,0.00220183,0.0,0.0,0.0,0.996425,0.124553,0.993876,0.996425,0.0,0.996425,0.0,0.0,0.997705,0.0,0.0,0.997261,0.0,0.0,0.0,0.260681,0.0,0.0,0.0,0.0363617,0.247302,0.0,0.220245,0.275745,0.247426,0.181818,0.0144231,0.000149134,0.00209644,0.0606061,0
org.apache.commons.math.geometry.euclidean.twod.PolygonsSet$<init><Lorg/apache/commons/math/geometry/partitioning/BSPTree;>,0.0,0.0,0.0,0.0,0.992339,0.254188,0.0,0.00513761,0.0,0.0,0.0,0.992339,0.0620212,0.986915,0.992339,0.0,0.992339,0.0,0.0,0.995075,0.0,0.0,0.994127,0.0,0.0,0.0,0.258518,0.0,0.0,0.0,0.0634765,0.29921,0.0,0.183129,0.181371,0.181665,0.0909091,0.00961538,8.94801e-05,0.00209644,0.0,0
org.apache.commons.math.analysis.function.Floor$<init><>,0.0,0.0,0.0,0.0,0.998979,0.468227,0.0,0.000366972,0.0,0.0,0.0,0.998979,0.332993,0.998247,0.998979,0.0,0.998979,0.0,0.0,0.999345,0.0,0.0,0.999218,0.0,0.0,0.0,0.262034,0.0,0.0,0.0,0.00915178,0.180805,0.0,0.00245399,0.000307409,0.000665813,0.0,0.00480769,5.96534e-05,0.0,0.030303,0
org.apache.commons.math.stat.correlation.PearsonsCorrelation$<init><Lorg/apache/commons/math/stat/correlation/Covariance;>,0.0,0.0,0.0,0.0,0.999489,0.734113,0.0,0.0,0.0,0.0,0.0,0.999489,0.499745,0.999123,0.999489,0.0,0.999489,0.0,0.0,0.999673,0.0,0.0,0.999609,0.0,0.0,0.0,0.262304,0.0,0.0,0.0,0.0,0.152039,0.0,0.348466,0.584998,0.551169,0.0909091,0.0144231,0.000686014,0.0125786,0.0909091,0
org.apache.commons.math.dfp.Dfp$log10<>,0.0,0.0,0.0,0.0,0.991318,0.253656,0.0,0.00733945,0.0,0.0,0.0,0.991318,0.0550732,0.985181,0.991318,0.0,0.991318,0.0,0.0,0.994417,0.0,0.0,0.993343,0.0,0.0,0.0,0.257977,0.0,0.0,0.0,0.0791543,0.325468,0.0,0.341104,0.339686,0.339923,0.0,0.00480769,0.00170012,0.0125786,0.0,0
org.apache.commons.math.dfp.Dfp$subtract<Lorg/apache/commons/math/dfp/Dfp;>,0.0,0.0,0.0,0.0,0.960163,0.237437,0.0,0.0282569,0.0,0.0,0.0,0.960163,0.012154,0.933483,0.960163,0.0,0.960163,0.0,0.0,0.974092,0.0,0.0,0.969283,0.0,0.0,0.0,0.241482,0.0,0.0,0.0,0.173037,0.451832,0.0,0.341104,0.339686,0.339923,0.0909091,0.00961538,0.000119307,0.0,0.0,0
org.apache.commons.math.linear.Array2DRowRealMatrix$getData<>,0.0,0.0,0.0,0.0,0.916241,0.214571,0.0,0.0598165,0.0,0.0,0.0,0.916241,0.00555298,0.864301,0.916241,0.0,0.916241,0.0,0.0,0.944641,0.0,0.0,0.934887,0.0,0.0,0.0,0.218226,0.0,0.0,0.0,0.260851,0.544082,0.0,0.509202,0.508146,0.508323,0.0,0.00480769,5.96534e-05,0.0,0.0,0
org.apache.commons.math.analysis.polynomials.PolynomialSplineFunction$<init><[D[Lorg/apache/commons/math/analysis/polynomials/PolynomialFunction;>,0.0,0.0,0.0,0.0,0.999489,0.734113,0.0,0.00733945,0.0,0.0,0.0,0.999489,0.499745,0.999123,0.999489,0.0,0.999489,0.0,0.0,0.999673,0.0,0.0,0.999609,0.0,0.0,0.0,0.262304,0.0,0.0,0.0,0.0791543,0.325468,0.0,0.0453988,0.602213,0.480271,0.181818,0.0144231,0.00232648,0.0272537,0.121212,0
org.apache.commons.math.stat.descriptive.StatisticalSummaryValues$<init><DDJDDD>,0.0,0.0,0.0,0.0,0.994382,0.255251,0.0,0.00366972,0.0,0.0,0.0,0.994382,0.0828652,0.99039,0.994382,0.0,0.994382,0.0,0.0,0.996391,0.0,0.0,0.995695,0.0,0.0,0.0,0.2596,0.0,0.0,0.0,0.0511842,0.276887,0.0,0.865031,0.86474,0.864789,0.545455,0.0336538,0.000596534,0.0146751,0.0,0
org.apache.commons.math.optimization.fitting.HarmonicFitter$<init><Lorg/apache/commons/math/optimization/DifferentiableMultivariateVectorialOptimizer;>,0.0,0.0,0.0,0.0,0.996936,0.361872,0.0,0.00183486,0.0,0.0,0.0,0.996936,0.142419,0.994749,0.996936,0.0,0.996936,0.0,0.0,0.998033,0.0,0.0,0.997653,0.0,0.0,0.0,0.260952,0.0,0.0,0.0,0.0320255,0.237953,0.0,0.230061,0.50538,0.367119,0.0909091,0.00961538,8.94801e-05,0.00209644,0.030303,0
org.apache.commons.math.ode.JacobianMatrices$setInitialParameterJacobian<Ljava/lang/String;[D>,0.0,0.0,0.0,0.0,0.998979,0.468227,0.0,0.00110092,0.0,0.0,0.0,0.998979,0.332993,0.998247,0.998979,0.0,0.998979,0.0,0.0,0.999345,0.0,0.0,0.999218,0.0,0.0,0.0,0.262034,0.0,0.0,0.0,0.0220943,0.215015,0.0,0.0690184,0.0682447,0.0677183,0.181818,0.0384615,0.00199839,0.0188679,0.030303,0
org.apache.commons.math.linear.MatrixUtils$createRowFieldMatrix<[Lorg/apache/commons/math/FieldElement;>,0.0,0.0,0.0,0.0,0.999489,0.734113,0.0,0.0,0.0,0.0,0.0,0.999489,0.499745,0.999123,0.999489,0.0,0.999489,0.0,0.0,0.999673,0.0,0.0,0.999609,0.0,0.0,0.0,0.262304,0.0,0.0,0.0,0.0,0.152039,0.0,0.300307,0.550876,0.470525,0.0909091,0.0192308,0.00116324,0.0167715,0.212121,0
