method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,0.997442,0.681326,0.0,0.0,0.0,0.0,0.0,0.997442,0.498721,0.996888,0.997442,0.0,0.997442,0.0,0.0,0.99772,0.0,0.0,0.99759,0.0,0.0,0.0,0.161772,0.0,0.0,0.0,0.0,0.0,0.0,0.112238,0.115556,0.112593,0.1,0.037037,0.00623053,0.0130719,0.0588235,0
org.apache.commons.math.linear.EigenDecompositionImpl$<init><Lorg/apache/commons/math/linear/RealMatrix;D>,0.0,0.0,0.0,0.0,0.953964,0.105163,0.0,0.00947075,0.0,0.0,0.0,0.953964,0.0502086,0.944514,0.953964,0.0,0.953964,0.0,0.0,0.958765,0.0,0.0,0.956512,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.155904,0.317697,0.0,0.00253646,0.00126984,0.00126984,0.2,0.0555556,0.00761509,0.0392157,0.0,0
org.apache.commons.math.ode.sampling.AbstractStepInterpolator$isForward<>,0.0,0.0,0.0,0.0,0.772379,0.0825367,0.0,0.0490251,0.0,0.0,0.0,0.772379,0.00858198,0.735969,0.772379,0.0,0.772379,0.0,0.0,0.791985,0.0,0.0,0.782795,0.0,0.0,0.0,0.120746,0.0,0.0,0.0,0.4055,0.620988,0.0,0.270767,0.269841,0.269841,0.0,0.0185185,0.000692281,0.0,0.0,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.946292,0.104206,0.0,0.0111421,0.0,0.0,0.0,0.946292,0.0430133,0.935373,0.946292,0.0,0.946292,0.0,0.0,0.951852,0.0,0.0,0.949244,0.0,0.0,0.0,0.152448,0.0,0.0,0.0,0.172247,0.341958,0.0,0.049461,0.214603,0.131429,0.1,0.037037,0.00207684,0.00653595,0.176471,0
org.apache.commons.math.linear.OpenMapRealVector$mapMultiplyToSelf<D>,0.0,0.0,0.0,0.0,0.994885,0.362651,0.0,0.000557103,0.0,0.0,0.0,0.994885,0.331628,0.99378,0.994885,0.0,0.994885,0.0,0.0,0.995439,0.0,0.0,0.995179,0.0,0.0,0.0,0.161305,0.0,0.0,0.0,0.0199152,0.0567205,0.0,0.0456563,0.0444444,0.0444444,0.1,0.0185185,0.00103842,0.0261438,0.0,0
org.apache.commons.math.linear.SingularValueDecompositionImpl$getU<>,0.0,0.0,0.0,0.0,0.994885,0.362651,0.0,0.00389972,0.0,0.0,0.0,0.994885,0.331628,0.99378,0.994885,0.0,0.994885,0.0,0.0,0.995439,0.0,0.0,0.995179,0.0,0.0,0.0,0.161305,0.0,0.0,0.0,0.0879096,0.204388,0.0,0.00253646,0.00126984,0.00126984,0.0,0.185185,0.0501904,0.130719,0.0,0
org.apache.commons.math.ode.nonstiff.DormandPrince54Integrator$estimateError<[[D[D[DD>,0.0,0.0,0.0,0.0,0.964194,0.106437,0.0,0.00724234,0.0,0.0,0.0,0.964194,0.0642796,0.956749,0.964194,0.0,0.964194,0.0,0.0,0.967964,0.0,0.0,0.966196,0.0,0.0,0.0,0.155711,0.0,0.0,0.0,0.131817,0.280095,0.0,0.270767,0.269841,0.269841,0.4,0.203704,0.0377293,0.0457516,0.0,0
org.apache.commons.math.linear.RealMatrixImpl$getEntry<II>,0.206284,0.0425532,0.758065,1.0,0.997442,0.681326,0.975583,0.97493,1.0,0.0625,0.0217391,0.997442,0.498721,0.996888,0.997442,0.0304147,0.997442,0.0425532,0.680851,0.99772,0.975597,0.0625,0.99759,0.0322581,0.0425532,0.974958,0.979021,1.0,1.0,1.0,0.374169,0.421085,0.987393,0.140774,0.269841,0.226455,0.2,0.0740741,0.0124611,0.0130719,0.647059,0
org.apache.commons.math.linear.FieldVectorImpl$getEntry<I>,0.0,0.0,0.0,0.0,0.961637,0.106119,0.0,0.00779944,0.0,0.0,0.0,0.961637,0.0601023,0.953685,0.961637,0.0,0.961637,0.0,0.0,0.965666,0.0,0.0,0.963776,0.0,0.0,0.0,0.155245,0.0,0.0,0.0,0.138131,0.290184,0.0,0.0786303,0.0774603,0.0774603,0.1,0.037037,0.00138456,0.0,0.0,0
org.apache.commons.math.stat.descriptive.StatisticalSummaryValues$<init><DDJDDD>,0.0,0.0,0.0,0.0,0.984655,0.235182,0.0,0.00278552,0.0,0.0,0.0,0.984655,0.140665,0.981382,0.984655,0.0,0.984655,0.0,0.0,0.986301,0.0,0.0,0.985529,0.0,0.0,0.0,0.159441,0.0,0.0,0.0,0.0696906,0.169401,0.0,0.720989,0.720635,0.720635,0.6,0.12963,0.00692281,0.0457516,0.0,0
