method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.mutable.MutableFloat$add<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.0,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0,0.237746,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0131579,0.0,0
org.apache.commons.lang3.Range$ComparableComparator$<clinit><>,0.0,0.0,0.0,0.0,0.949045,0.0726298,0.0,0.00863132,0.0,0.0,0.0,0.949045,0.0595048,0.939786,0.949045,0.0,0.949045,0.0,0.0,0.953743,0.0,0.0,0.951521,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.172119,0.467882,0.0,1.0,1.0,1.0,0.0,0.0,0.00118659,0.0,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$appendSummarySize<Ljava/lang/StringBuffer;Ljava/lang/String;I>,0.0,0.0,0.0,0.0,0.974522,0.146966,0.0,0.00369914,0.0,0.0,0.0,0.974522,0.122204,0.969745,0.974522,0.0,0.974522,0.0,0.0,0.976929,0.0,0.0,0.97579,0.0,0.0,0.0,0.157976,0.0,0.0,0.0,0.0985964,0.386713,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00415307,0.0394737,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethod<Ljava/lang/reflect/Method;>,0.0,0.0,0.0,0.0,0.990446,0.268828,0.0,0.00493218,0.0,0.0,0.0,0.990446,0.331203,0.98862,0.990446,0.0,0.990446,0.0,0.0,0.991361,0.0,0.0,0.990928,0.0,0.0,0.0,0.160558,0.0,0.0,0.0,0.119819,0.411789,0.0,1.0,1.0,1.0,0.111111,0.0909091,0.00978938,0.131579,0.0,0
org.apache.commons.lang3.text.ExtendedMessageFormat$getFormat<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.00184957,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0599096,0.336224,0.0,1.0,1.0,1.0,0.111111,0.136364,0.0124592,0.131579,0.0,0
org.apache.commons.lang3.Validate$notEmpty<[Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.990446,0.268828,0.0,0.000616523,0.0,0.0,0.0,0.990446,0.331203,0.98862,0.990446,0.0,0.990446,0.0,0.0,0.991361,0.0,0.0,0.990928,0.0,0.0,0.0,0.160558,0.0,0.0,0.0,0.0248155,0.28273,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0526316,0.0,0
org.apache.commons.lang3.CharUtils$toString<C>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.000616523,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0248155,0.28273,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00474637,0.0263158,0.0,0
org.apache.commons.lang3.ObjectUtils$Null$readResolve<>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.0,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0,0.237746,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000296648,0.0,0.0,0
org.apache.commons.lang3.BooleanUtils$isFalse<Ljava/lang/Boolean;>,0.0,0.0,0.0,0.0,0.990446,0.268828,0.0,0.000616523,0.0,0.0,0.0,0.990446,0.331203,0.98862,0.990446,0.0,0.990446,0.0,0.0,0.991361,0.0,0.0,0.990928,0.0,0.0,0.0,0.160558,0.0,0.0,0.0,0.0248155,0.28273,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00296648,0.0263158,0.0,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/StringBuffer;>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.0080148,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.164252,0.459881,0.0,1.0,1.0,1.0,0.111111,0.0681818,0.00622961,0.0526316,0.0,0
org.apache.commons.lang3.concurrent.ConcurrentUtils$ConstantFuture$cancel<Z>,0.0,0.0,0.0,0.0,0.990446,0.268828,0.0,0.000616523,0.0,0.0,0.0,0.990446,0.331203,0.98862,0.990446,0.0,0.990446,0.0,0.0,0.991361,0.0,0.0,0.990928,0.0,0.0,0.0,0.160558,0.0,0.0,0.0,0.0248155,0.28273,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.000296648,0.0,0.0,0
org.apache.commons.lang3.ArrayUtils$removeElement<[ZZ>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.0,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0,0.237746,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00385642,0.0394737,0.0,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/Object;Ljava/util/Map;Ljava/lang/String;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.0,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0,0.237746,0.0,1.0,1.0,1.0,0.444444,0.0909091,0.00237318,0.0,0.0,0
org.apache.commons.lang3.ArrayUtils$lastIndexOf<[BBI>,0.0,0.0,0.0,0.0,0.993631,0.512552,0.0,0.000616523,0.0,0.0,0.0,0.99363,0.498403,0.992408,0.993631,0.0,0.993631,0.0,0.0,0.994243,0.0,0.0,0.993953,0.0,0.0,0.0,0.161074,0.0,0.0,0.0,0.0248155,0.28273,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00919608,0.118421,0.0,0
org.apache.commons.lang3.StringEscapeUtils$CsvEscaper$translate<Ljava/lang/CharSequence;ILjava/io/Writer;>,0.0,0.0,0.0,0.0,0.990446,0.268828,0.0,0.0110974,0.0,0.0,0.0,0.990446,0.331203,0.98862,0.990446,0.0,0.990446,0.0,0.0,0.991361,0.0,0.0,0.990928,0.0,0.0,0.0,0.160558,0.0,0.0,0.0,0.201231,0.496366,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.0115693,0.171053,0.0,0
