method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math3.linear.DiagonalMatrix$createMatrix<II>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.000238265,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.209337,0.0,0.0,0.0,0.00750344,0.0300612,0.0,0.118661,0.11687,0.11687,0.142857,0.0144231,0.000387747,0.00421053,0.0,0
org.apache.commons.math3.analysis.solvers.AbstractPolynomialSolver$<init><D>,0.0,0.0,0.0,0.0,0.998638,0.651288,0.0,0.000953062,0.0,0.0,0.0,0.998638,0.332879,0.99769,0.998638,0.0,0.998638,0.0,0.0,0.999113,0.0,0.0,0.998944,0.0,0.0,0.0,0.208584,0.0,0.0,0.0,0.0223912,0.078701,0.0,1.0,1.0,1.0,0.0714286,0.00961538,8.94801e-05,0.00210526,0.0,0
org.apache.commons.math3.stat.regression.SimpleRegression$getSlopeStdErr<>,0.0,0.0,0.0,0.0,0.996253,0.516631,0.0,0.00262092,0.0,0.0,0.0,0.996253,0.15327,0.993657,0.996253,0.0,0.996253,0.0,0.0,0.997558,0.0,0.0,0.997095,0.0,0.0,0.0,0.207267,0.0,0.0,0.0,0.0446367,0.136829,0.0,1.0,1.0,1.0,0.0,0.00480769,0.00017896,0.0,0.0,0
org.apache.commons.math3.optim.nonlinear.vector.Weight$<init><[D>,0.0,0.0,0.0,0.0,0.969687,0.495708,0.0,0.0212056,0.0,0.0,0.0,0.969687,0.0213118,0.949612,0.969687,0.0,0.969687,0.0,0.0,0.980053,0.0,0.0,0.976389,0.0,0.0,0.0,0.192583,0.0,0.0,0.0,0.153738,0.330481,0.0,0.119675,0.117886,0.117886,0.0714286,0.00961538,0.000238614,0.00421053,0.2,0
org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator$<clinit><>,0.0,0.0,0.0,0.0,0.998978,0.678112,0.0,0.000714796,0.0,0.0,0.0,0.998978,0.399591,0.998267,0.998978,0.0,0.998978,0.0,0.0,0.999335,0.0,0.0,0.999208,0.0,0.0,0.0,0.208773,0.0,0.0,0.0,0.0181149,0.0658102,0.0,1.0,1.0,1.0,0.0,0.0,0.00802338,0.0147368,0.0,0
org.apache.commons.math3.optim.SimpleValueChecker$<init><DD>,0.0,0.0,0.0,0.0,0.986035,0.508584,0.0,0.00976888,0.0,0.0,0.0,0.986035,0.0458621,0.976525,0.986035,0.0,0.986035,0.0,0.0,0.990864,0.0,0.0,0.989154,0.0,0.0,0.0,0.201619,0.0,0.0,0.0,0.0992829,0.245585,0.0,0.175456,0.17378,0.17378,0.142857,0.0144231,0.000208787,0.00421053,0.0,0
org.apache.commons.math3.geometry.euclidean.threed.Plane$<init><Lorg/apache/commons/math3/geometry/euclidean/threed/Vector3D;Lorg/apache/commons/math3/geometry/euclidean/threed/Vector3D;Lorg/apache/commons/math3/geometry/euclidean/threed/Vector3D;>,0.0,0.0,0.0,0.0,0.997616,0.570816,0.0,0.00166786,0.0,0.0,0.0,0.997616,0.221692,0.99596,0.997616,0.0,0.997616,0.0,0.0,0.998446,0.0,0.0,0.998152,0.0,0.0,0.0,0.20802,0.0,0.0,0.0,0.0331217,0.108323,0.0,1.0,1.0,1.0,0.214286,0.0192308,0.000298267,0.00210526,0.0,0
org.apache.commons.math3.dfp.DfpMath$splitDiv<[Lorg/apache/commons/math3/dfp/Dfp;[Lorg/apache/commons/math3/dfp/Dfp;>,0.0,0.0,0.0,0.0,0.996594,0.516899,0.0,0.00238265,0.0,0.0,0.0,0.996594,0.166099,0.994232,0.996594,0.0,0.996594,0.0,0.0,0.99778,0.0,0.0,0.99736,0.0,0.0,0.0,0.207455,0.0,0.0,0.0,0.0419652,0.130466,0.0,1.0,1.0,1.0,0.142857,0.0144231,0.00161064,0.00842105,0.0,0
org.apache.commons.math3.optimization.direct.CMAESOptimizer$initializeCMA<[D>,0.0,0.0,0.0,0.0,0.999659,0.73176,0.0,0.00405051,0.0,0.0,0.0,0.999659,0.66644,0.999422,0.999659,0.0,0.999659,0.0,0.0,0.999778,0.0,0.0,0.999736,0.0,0.0,0.0,0.209149,0.0,0.0,0.0,0.05874,0.168376,0.0,0.349899,1.0,0.769399,0.0714286,0.0480769,0.0128553,0.0926316,0.4,0
org.apache.commons.math3.stat.descriptive.SynchronizedSummaryStatistics$getSumsq<>,0.0,0.0,0.0,0.0,0.998978,0.678112,0.0,0.000714796,0.0,0.0,0.0,0.998978,0.399591,0.998267,0.998978,0.0,0.998978,0.0,0.0,0.999335,0.0,0.0,0.999208,0.0,0.0,0.0,0.208773,0.0,0.0,0.0,0.0181149,0.0658102,0.0,1.0,1.0,1.0,0.0,0.00480769,5.96534e-05,0.0,0.0,0
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$SegmentsBuilder$visitInternalNode<Lorg/apache/commons/math3/geometry/partitioning/BSPTree;>,0.0,0.0,0.0,0.0,0.997616,0.570816,0.0,0.00452704,0.0,0.0,0.0,0.997616,0.221692,0.99596,0.997616,0.0,0.997616,0.0,0.0,0.998446,0.0,0.0,0.998152,0.0,0.0,0.0,0.20802,0.0,0.0,0.0,0.0628973,0.17711,0.0,1.0,1.0,1.0,0.0714286,0.0144231,0.000596534,0.0105263,0.0,0
org.apache.commons.math3.linear.AbstractRealMatrix$setColumn<I[D>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00238265,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.209337,0.0,0.0,0.0,0.0419652,0.130466,0.0,1.0,1.0,1.0,0.142857,0.0240385,0.000984281,0.0126316,0.0,0
org.apache.commons.math3.linear.DiagonalMatrix$getRowDimension<>,0.0,0.0,0.0,0.0,0.933924,0.467543,0.0,0.0462235,0.0,0.0,0.0,0.933924,0.00952983,0.892784,0.933924,0.0,0.933924,0.0,0.0,0.955965,0.0,0.0,0.948203,0.0,0.0,0.0,0.172816,0.0,0.0,0.0,0.234845,0.434835,0.0,0.0131846,0.0111789,0.0111789,0.0,0.00480769,8.94801e-05,0.0,0.1,0
org.apache.commons.math3.optimization.direct.SimplexOptimizer$2$<init><Lorg/apache/commons/math3/optimization/direct/SimplexOptimizer;Z>,0.0,0.0,0.0,0.0,0.991144,0.512607,0.0,0.0061949,0.0,0.0,0.0,0.991144,0.070796,0.985061,0.991144,0.0,0.991144,0.0,0.0,0.994217,0.0,0.0,0.993128,0.0,0.0,0.0,0.204443,0.0,0.0,0.0,0.0760127,0.203288,0.0,1.0,1.0,1.0,0.142857,0.00480769,0.000238614,0.0,0.0,0
