method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.911894,0.0686112,0.0,0.0157676,0.0,0.0,0.0,0.911894,0.0434235,0.897055,0.911894,0.0,0.911894,0.0,0.0,0.919509,0.0,0.0,0.915902,0.0,0.0,0.0,0.144351,0.0,0.0,0.0,0.246837,0.454343,0.0,0.0780018,0.0817223,0.0786467,0.1,0.037037,0.00847458,0.00840336,0.142857,0
org.apache.commons.math.analysis.PolynomialFunction$differentiate<[D>,0.0,0.0,0.0,0.0,0.991189,0.33709,0.0,0.0033195,0.0,0.0,0.0,0.991189,0.330396,0.989552,0.991189,0.0,0.991189,0.0,0.0,0.992011,0.0,0.0,0.991621,0.0,0.0,0.0,0.156904,0.0,0.0,0.0,0.0878731,0.263052,0.0,0.885188,0.884886,0.884886,0.1,0.0740741,0.0649718,0.0672269,0.285714,0
org.apache.commons.math.linear.RealMatrixImpl$getEntry<II>,0.0,0.0,0.0,0.0,0.995595,0.668545,0.0,0.0406639,0.0,0.0,0.0,0.995595,0.497797,0.994772,0.995595,0.0,0.995595,0.0,0.0,0.996007,0.0,0.0,0.995812,0.0,0.0,0.0,0.157601,0.0,0.0,0.0,0.431597,0.622475,0.0,0.0744961,0.767135,0.303749,0.2,0.0740741,0.0169492,0.0168067,0.428571,0
org.apache.commons.math.stat.descriptive.StatisticalSummaryValues$<init><DDJDDD>,0.0,0.0,0.0,0.0,0.973568,0.204508,0.0,0.00414938,0.0,0.0,0.0,0.973568,0.139081,0.96876,0.973568,0.0,0.973568,0.0,0.0,0.975993,0.0,0.0,0.974844,0.0,0.0,0.0,0.154114,0.0,0.0,0.0,0.103046,0.284589,0.0,0.614373,0.613357,0.613357,0.6,0.12963,0.0282486,0.0588235,0.0,0
org.apache.commons.math.stat.Frequency$valuesIterator<>,0.0,0.0,0.0,0.0,0.982379,0.270799,0.0,0.00248963,0.0,0.0,0.0,0.982379,0.196476,0.979139,0.982379,0.0,0.982379,0.0,0.0,0.984009,0.0,0.0,0.983237,0.0,0.0,0.0,0.155509,0.0,0.0,0.0,0.0710908,0.237995,0.0,0.723926,0.723199,0.723199,0.0,0.0185185,0.00564972,0.0,0.428571,0
org.apache.commons.math.linear.BigMatrixImpl$hashCode<>,0.0,0.0,0.0,0.0,0.995595,0.668545,0.0,0.0,0.0,0.0,0.0,0.995595,0.497797,0.994772,0.995595,0.0,0.995595,0.0,0.0,0.996007,0.0,0.0,0.995812,0.0,0.0,0.0,0.157601,0.0,0.0,0.0,0.0,0.110071,0.0,0.0744961,0.589631,0.434359,0.0,0.12963,0.0861582,0.0756303,0.428571,0
org.apache.commons.math.stat.StatUtils$meanDifference<[D[D>,0.0,0.0,0.0,0.0,0.982379,0.270799,0.0,0.00248963,0.0,0.0,0.0,0.982379,0.196476,0.979139,0.982379,0.0,0.982379,0.0,0.0,0.984009,0.0,0.0,0.983237,0.0,0.0,0.0,0.155509,0.0,0.0,0.0,0.0710908,0.237995,0.0,0.797546,0.797012,0.797012,0.2,0.037037,0.00988701,0.0,0.428571,0
org.apache.commons.math.stat.regression.SimpleRegression$<init><Lorg/apache/commons/math/distribution/TDistribution;>,0.0,0.0,0.0,0.0,0.929515,0.069937,0.0,0.0124481,0.0,0.0,0.0,0.929515,0.0546774,0.917375,0.929515,0.0,0.929515,0.0,0.0,0.935715,0.0,0.0,0.932778,0.0,0.0,0.0,0.147141,0.0,0.0,0.0,0.213272,0.418907,0.0,0.614373,0.613357,0.613357,0.1,0.037037,0.0409605,0.0588235,0.0,0
org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatistics$getSumsq<>,0.0,0.0,0.0,0.0,0.986784,0.303944,0.0,0.00165975,0.0,0.0,0.0,0.986784,0.246696,0.984342,0.986784,0.0,0.986784,0.0,0.0,0.988011,0.0,0.0,0.98743,0.0,0.0,0.0,0.156206,0.0,0.0,0.0,0.0520419,0.207686,0.0,0.241893,0.239895,0.239895,0.0,0.0185185,0.00282486,0.0,0.0,0
org.apache.commons.math.linear.RealMatrixImpl$solve<Lorg/apache/commons/math/linear/RealVectorImpl;>,0.0,0.0,0.0,0.0,0.995595,0.668545,0.0,0.0,0.0,0.0,0.0,0.995595,0.497797,0.994772,0.995595,0.0,0.995595,0.0,0.0,0.996007,0.0,0.0,0.995812,0.0,0.0,0.0,0.157601,0.0,0.0,0.0,0.0,0.110071,0.0,0.0184049,0.0158172,0.0158172,0.1,0.037037,0.0112994,0.0,0.428571,0
