method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.mutable.MutableFloat$<init><F>,0.0,0.0,0.0,0.0,0.963824,0.171258,0.0,0.00655124,0.0,0.0,0.0,0.963824,0.120478,0.957571,0.963824,0.0,0.963824,0.0,0.0,0.966986,0.0,0.0,0.965484,0.0,0.0,0.0,0.147606,0.0,0.0,0.0,0.153654,0.281539,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00148324,0.0263158,0.0,0
org.apache.commons.lang3.mutable.MutableFloat$add<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0131579,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$appendSummarySize<Ljava/lang/StringBuffer;Ljava/lang/String;I>,0.0,0.0,0.0,0.0,0.981912,0.265381,0.0,0.00327562,0.0,0.0,0.0,0.981912,0.218203,0.978717,0.981912,0.0,0.981912,0.0,0.0,0.98352,0.0,0.0,0.982756,0.0,0.0,0.0,0.150376,0.0,0.0,0.0,0.097789,0.198299,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00415307,0.0394737,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethod<Ljava/lang/reflect/Method;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00701919,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153146,0.0,0.0,0.0,0.160447,0.290849,0.0,1.0,1.0,1.0,0.111111,0.0909091,0.00978938,0.131579,0.0,0
org.apache.commons.lang3.text.ExtendedMessageFormat$getFormat<Ljava/lang/String;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00187178,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153146,0.0,0.0,0.0,0.066108,0.144072,0.0,1.0,1.0,1.0,0.111111,0.136364,0.0124592,0.131579,0.0,0
org.apache.commons.lang3.Validate$notEmpty<[Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.992248,0.449036,0.0,0.00374357,0.0,0.0,0.0,0.992248,0.396899,0.990862,0.992248,0.0,0.992248,0.0,0.0,0.992944,0.0,0.0,0.992613,0.0,0.0,0.0,0.151959,0.0,0.0,0.0,0.106965,0.212916,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0526316,0.0,0
org.apache.commons.lang3.Validate$validIndex<[Ljava/lang/Object;I>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153146,0.0,0.0,0.0,0.0,0.0,0.0,0.944963,0.942829,0.942829,0.222222,0.0454545,0.00326313,0.0,0.25,0
org.apache.commons.lang3.time.FastDatePrinter$TwoDigitMonthField$appendTo<Ljava/lang/StringBuffer;I>,0.0,0.0,0.0,0.0,0.896641,0.15932,0.0,0.0187178,0.0,0.0,0.0,0.896641,0.0426972,0.880219,0.896641,0.0,0.896641,0.0,0.0,0.905096,0.0,0.0,0.901082,0.0,0.0,0.0,0.137317,0.0,0.0,0.0,0.288972,0.445127,0.0,0.0466418,0.00968992,0.00968992,0.222222,0.0681818,0.00533966,0.0263158,0.0,0
org.apache.commons.lang3.BooleanUtils$isFalse<Ljava/lang/Boolean;>,0.0,0.0,0.0,0.0,0.997416,0.540863,0.0,0.000467946,0.0,0.0,0.0,0.997416,0.664944,0.996951,0.997416,0.0,0.997416,0.0,0.0,0.997649,0.0,0.0,0.997538,0.0,0.0,0.0,0.15275,0.0,0.0,0.0,0.0221532,0.0550307,0.0,0.453358,0.432171,0.432171,0.111111,0.0227273,0.000889944,0.0,0.125,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/StringBuffer;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00608329,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153146,0.0,0.0,0.0,0.146631,0.271751,0.0,1.0,1.0,1.0,0.111111,0.0681818,0.00622961,0.0526316,0.0,0
