method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.mutable.MutableFloat$add<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.144286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0131579,0.0,0
org.apache.commons.lang3.Range$ComparableComparator$<clinit><>,0.0,0.0,0.0,0.0,0.951769,0.125424,0.0,0.00924784,0.0,0.0,0.0,0.951768,0.111973,0.943084,0.951769,0.0,0.951769,0.0,0.0,0.956179,0.0,0.0,0.954093,0.0,0.0,0.0,0.136388,0.0,0.0,0.0,0.160498,0.32409,0.0,1.0,1.0,1.0,0.0,0.0,0.00118659,0.0,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$appendSummarySize<Ljava/lang/StringBuffer;Ljava/lang/String;I>,0.0,0.0,0.0,0.0,0.980707,0.273608,0.0,0.00369914,0.0,0.0,0.0,0.980707,0.245177,0.977108,0.980707,0.0,0.980707,0.0,0.0,0.98252,0.0,0.0,0.981663,0.0,0.0,0.0,0.141127,0.0,0.0,0.0,0.0880467,0.203067,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00415307,0.0394737,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethod<Ljava/lang/reflect/Method;>,0.0,0.0,0.0,0.0,0.996785,0.515738,0.0,0.00493218,0.0,0.0,0.0,0.996785,0.664523,0.996173,0.996785,0.0,0.996785,0.0,0.0,0.997091,0.0,0.0,0.996946,0.0,0.0,0.0,0.14376,0.0,0.0,0.0,0.106999,0.23725,0.0,1.0,1.0,1.0,0.111111,0.0909091,0.00978938,0.131579,0.0,0
org.apache.commons.lang3.text.ExtendedMessageFormat$getFormat<Ljava/lang/String;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00184957,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.144286,0.0,0.0,0.0,0.0534994,0.134243,0.0,1.0,1.0,1.0,0.111111,0.136364,0.0124592,0.131579,0.0,0
org.apache.commons.lang3.Validate$notEmpty<[Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.996785,0.515738,0.0,0.000616523,0.0,0.0,0.0,0.996785,0.664523,0.996173,0.996785,0.0,0.996785,0.0,0.0,0.997091,0.0,0.0,0.996946,0.0,0.0,0.0,0.14376,0.0,0.0,0.0,0.0221602,0.0613202,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0526316,0.0,0
org.apache.commons.lang3.Validate$validIndex<[Ljava/lang/Object;I>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.144286,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.304348,0.304348,0.222222,0.0454545,0.00326313,0.0,0.5,0
org.apache.commons.lang3.ObjectUtils$Null$readResolve<>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.144286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000296648,0.0,0.0,0
org.apache.commons.lang3.BooleanUtils$isFalse<Ljava/lang/Boolean;>,0.0,0.0,0.0,0.0,0.996785,0.515738,0.0,0.000616523,0.0,0.0,0.0,0.996785,0.664523,0.996173,0.996785,0.0,0.996785,0.0,0.0,0.997091,0.0,0.0,0.996946,0.0,0.0,0.0,0.14376,0.0,0.0,0.0,0.0221602,0.0613202,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00296648,0.0263158,0.0,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/StringBuffer;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0080148,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.144286,0.0,0.0,0.0,0.146677,0.302809,0.0,1.0,1.0,1.0,0.111111,0.0681818,0.00622961,0.0526316,0.0,0
