method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.distribution.BetaDistributionImpl$density<D>,0.0,0.0,0.0,0.0,0.996226,0.53693,0.0,0.0,0.0,0.0,0.0,0.996226,1.0,0.995296,0.996226,0.0,0.996226,0.0,0.0,0.996692,0.0,0.0,0.996476,0.0,0.0,0.0,0.197827,0.0,0.0,0.0,0.0,0.0366477,0.0,0.0641812,0.457291,0.40029,0.0909091,0.057971,0.00478841,0.0507812,0.166667,0
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,0.996226,0.53693,0.0,0.0,0.0,0.0,0.0,0.996226,1.0,0.995296,0.996226,0.0,0.996226,0.0,0.0,0.996692,0.0,0.0,0.996476,0.0,0.0,0.0,0.197827,0.0,0.0,0.0,0.0,0.0366477,0.0,0.0212364,0.339311,0.233286,0.0909091,0.0289855,0.00107739,0.0078125,0.166667,0
org.apache.commons.math.linear.EigenDecompositionImpl$<init><Lorg/apache/commons/math/linear/RealMatrix;D>,0.0,0.0,0.0,0.0,0.990566,0.259088,0.0,0.0173059,0.0,0.0,0.0,0.990566,0.397727,0.988257,0.990566,0.0,0.990566,0.0,0.0,0.991725,0.0,0.0,0.991186,0.0,0.0,0.0,0.196703,0.0,0.0,0.0,0.234746,0.412977,0.0,0.0924965,0.257669,0.160509,0.181818,0.0434783,0.00155623,0.0625,0.0555556,0
org.apache.commons.math.optimization.univariate.BracketFinder$reset<>,0.0,0.0,0.0,0.0,0.988679,0.235934,0.0,0.00187091,0.0,0.0,0.0,0.988679,0.330808,0.985915,0.988679,0.0,0.988679,0.0,0.0,0.990067,0.0,0.0,0.989422,0.0,0.0,0.0,0.196328,0.0,0.0,0.0,0.0561849,0.162363,0.0,0.0103823,0.0103823,0.0103823,0.0,0.0144928,0.000359131,0.0078125,0.0,0
org.apache.commons.math.ode.jacobians.FirstOrderIntegratorWithJacobians$FiniteDifferencesWrapper$getParametersDimension<>,0.0,0.0,0.0,0.0,0.996226,0.53693,0.0,0.0,0.0,0.0,0.0,0.996226,1.0,0.995296,0.996226,0.0,0.996226,0.0,0.0,0.996692,0.0,0.0,0.996476,0.0,0.0,0.0,0.197827,0.0,0.0,0.0,0.0,0.0366477,0.0,0.08353,0.08353,0.08353,0.0,0.0144928,0.000179565,0.0,0.0,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.956604,0.117388,0.0,0.00982226,0.0,0.0,0.0,0.956604,0.083498,0.946432,0.956604,0.0,0.956604,0.0,0.0,0.961772,0.0,0.0,0.959372,0.0,0.0,0.0,0.189959,0.0,0.0,0.0,0.167746,0.332503,0.0,0.244927,0.292591,0.268759,0.0909091,0.0289855,0.000359131,0.00390625,0.222222,0
org.apache.commons.math.linear.ArrayRealVector$set<ILorg/apache/commons/math/linear/ArrayRealVector;>,0.0,0.0,0.0,0.0,0.996226,0.53693,0.0,0.0,0.0,0.0,0.0,0.996226,1.0,0.995296,0.996226,0.0,0.996226,0.0,0.0,0.996692,0.0,0.0,0.996476,0.0,0.0,0.0,0.197827,0.0,0.0,0.0,0.0,0.0366477,0.0,0.244927,0.244927,0.244927,0.181818,0.0434783,0.000299276,0.00390625,0.0,0
org.apache.commons.math.analysis.ComposableFunction$17$value<D>,0.0,0.0,0.0,0.0,0.99434,0.305395,0.0,0.000467727,0.0,0.0,0.0,0.99434,0.665404,0.992948,0.99434,0.0,0.99434,0.0,0.0,0.995037,0.0,0.0,0.994713,0.0,0.0,0.0,0.197452,0.0,0.0,0.0,0.018828,0.084667,0.0,0.11798,0.11798,0.11798,0.0909091,0.0289855,0.00011971,0.0,0.0,0
org.apache.commons.math.linear.Array2DRowRealMatrix$getData<>,0.0894427,0.008,0.502008,1.0,0.766038,0.325307,0.945206,0.942002,1.0,0.015873,0.0241935,0.766038,0.0124022,0.724082,0.766038,0.0278239,0.766038,0.008,0.504,0.788894,0.94523,0.015873,0.778293,0.00401606,0.008,0.942056,0.953541,1.0,1.0,1.0,0.551615,0.590837,0.970582,0.244927,0.244927,0.244927,0.0,0.0144928,0.00011971,0.0,0.0,0
org.apache.commons.math.linear.SingularValueDecompositionImpl$getU<>,0.0,0.0,0.0,0.0,0.983019,0.166474,0.0,0.00327409,0.0,0.0,0.0,0.983019,0.219276,0.978902,0.983019,0.0,0.983019,0.0,0.0,0.98509,0.0,0.0,0.984128,0.0,0.0,0.0,0.195204,0.0,0.0,0.0,0.0831105,0.209681,0.0,0.257669,0.257669,0.257669,0.0,0.0144928,0.00011971,0.0,0.0,0
