method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.mutable.MutableFloat$<init><F>,0.0,0.0,0.0,0.0,0.953995,0.0757547,0.0,0.0105056,0.0,0.0,0.0,0.953995,0.0476998,0.946145,0.953995,0.0,0.953995,0.0,0.0,0.957972,0.0,0.0,0.956083,0.0,0.0,0.000432152,0.0790371,0.0,0.0,0.000432152,0.149433,0.294225,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00148324,0.025641,0.0,0
org.apache.commons.lang3.mutable.MutableFloat$add<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,0.992736,0.423188,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991437,0.992736,0.0,0.992736,0.0,0.0,0.993387,0.0,0.0,0.993078,0.0,0.0,0.000432152,0.0822467,0.0,0.0,0.000432152,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0128205,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$appendSummarySize<Ljava/lang/StringBuffer;Ljava/lang/String;I>,0.0,0.0,0.0,0.0,0.975787,0.115555,0.0,0.00459619,0.0,0.0,0.0,0.975787,0.0887079,0.971544,0.975787,0.0,0.975787,0.0,0.0,0.977924,0.0,0.0,0.976909,0.0,0.0,0.000432152,0.0808425,0.0,0.0,0.000432152,0.0874857,0.194655,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00415307,0.0384615,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethod<Ljava/lang/reflect/Method;>,0.0,0.0,0.0,0.0,0.992736,0.423188,0.0,0.0105056,0.0,0.0,0.0,0.992736,0.248184,0.991437,0.992736,0.0,0.992736,0.0,0.0,0.993387,0.0,0.0,0.993078,0.0,0.0,0.000432152,0.0822467,0.0,0.0,0.000432152,0.149433,0.294225,0.0,0.0419255,1.0,0.738504,0.111111,0.0909091,0.00978938,0.128205,0.1,0
org.apache.commons.lang3.text.ExtendedMessageFormat$getFormat<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.423188,0.0,0.0026264,0.0,0.0,0.0,0.992736,0.248184,0.991437,0.992736,0.0,0.992736,0.0,0.0,0.993387,0.0,0.0,0.993078,0.0,0.0,0.000432152,0.0822467,0.0,0.0,0.000432152,0.0591428,0.141424,0.0,0.0419255,1.0,0.825669,0.111111,0.136364,0.0124592,0.128205,0.1,0
org.apache.commons.lang3.Validate$notEmpty<[Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.985472,0.192463,0.0,0.00525279,0.0,0.0,0.0,0.985472,0.140782,0.982897,0.985472,0.0,0.985472,0.0,0.0,0.986766,0.0,0.0,0.986151,0.0,0.0,0.000432152,0.0816449,0.0,0.0,0.000432152,0.0956949,0.209004,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0512821,0.0,0
org.apache.commons.lang3.Validate$validIndex<[Ljava/lang/Object;I>,0.0,0.0,0.0,0.0,0.992736,0.423188,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991437,0.992736,0.0,0.992736,0.0,0.0,0.993387,0.0,0.0,0.993078,0.0,0.0,0.000432152,0.0822467,0.0,0.0,0.000432152,0.0,0.0,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00326313,0.0,0.0,0
org.apache.commons.lang3.time.FastDatePrinter$TwoDigitMonthField$appendTo<Ljava/lang/StringBuffer;I>,0.0,0.0,0.0,0.0,0.895884,0.0711401,0.0,0.026264,0.0,0.0,0.0,0.895884,0.020361,0.879372,0.895884,0.0,0.895884,0.0,0.0,0.90438,0.0,0.0,0.900346,0.0,0.0,0.000432152,0.0742227,0.0,0.0,0.000432152,0.258526,0.436948,0.0,0.206522,0.205905,0.205905,0.222222,0.0681818,0.00533966,0.025641,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$unregister<Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.66586,0.0528744,0.0,0.0919238,0.0,0.0,0.0,0.665859,0.00479036,0.628014,0.66586,0.0,0.66586,0.0,0.0,0.68656,0.0,0.0,0.676738,0.0,0.0,0.000432152,0.0551655,0.0,0.0,0.000432152,0.52031,0.698321,0.0,0.0419255,1.0,0.812521,0.111111,0.0454545,0.00444972,0.0769231,0.4,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/StringBuffer;>,0.0,0.0,0.0,0.0,0.992736,0.423188,0.0,0.00853578,0.0,0.0,0.0,0.992736,0.248184,0.991437,0.992736,0.0,0.992736,0.0,0.0,0.993387,0.0,0.0,0.993078,0.0,0.0,0.000432152,0.0822467,0.0,0.0,0.000432152,0.131182,0.266757,0.0,0.0419255,1.0,0.808236,0.111111,0.0681818,0.00622961,0.0512821,0.1,0
