method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.time.FastDateParser$4$<init><I>,0.0,0.0,0.0,0.0,0.749347,0.0687919,0.0,0.0439869,0.0,0.0,0.0,0.749347,0.00782613,0.717161,0.749347,0.0,0.749347,0.0,0.0,0.766549,0.0,0.0,0.758378,0.0,0.0,0.0,0.113844,0.0,0.0,0.0,0.471657,0.706179,0.0,0.00389864,0.0,0.000230176,0.111111,0.0454545,0.000889944,0.0,0.0,0
org.apache.commons.lang3.mutable.MutableFloat$add<Ljava/lang/Number;>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.0,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.0,0.226196,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00207654,0.0131579,0.0,0
org.apache.commons.lang3.builder.ToStringStyle$appendSummarySize<Ljava/lang/StringBuffer;Ljava/lang/String;I>,0.0,0.0,0.0,0.0,0.976501,0.137105,0.0,0.00327562,0.0,0.0,0.0,0.976501,0.108784,0.97241,0.976501,0.0,0.976501,0.0,0.0,0.97856,0.0,0.0,0.977582,0.0,0.0,0.0,0.148354,0.0,0.0,0.0,0.0985952,0.380414,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00415307,0.0394737,0.0,0
org.apache.commons.lang3.reflect.MethodUtils$getAccessibleMethod<Ljava/lang/reflect/Method;>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.00701919,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.16177,0.452391,0.0,1.0,1.0,1.0,0.111111,0.0909091,0.00978938,0.131579,0.0,0
org.apache.commons.lang3.text.ExtendedMessageFormat$getFormat<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.00187178,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.066653,0.338241,0.0,1.0,1.0,1.0,0.111111,0.136364,0.0124592,0.131579,0.0,0
org.apache.commons.lang3.Validate$notEmpty<[Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.986945,0.232982,0.0,0.00374357,0.0,0.0,0.0,0.986945,0.197906,0.984644,0.986945,0.0,0.986945,0.0,0.0,0.9881,0.0,0.0,0.987551,0.0,0.0,0.0,0.14994,0.0,0.0,0.0,0.107847,0.391782,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0526316,0.0,0
org.apache.commons.lang3.Validate$validIndex<[Ljava/lang/Object;I>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.0,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.0,0.226196,0.0,0.942495,0.94227,0.942283,0.222222,0.0454545,0.00326313,0.0,0.2,0
org.apache.commons.lang3.ObjectUtils$Null$readResolve<>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.0,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.0,0.226196,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000296648,0.0,0.0,0
org.apache.commons.lang3.BooleanUtils$isFalse<Ljava/lang/Boolean;>,0.0,0.0,0.0,0.0,0.992167,0.28092,0.0,0.000467946,0.0,0.0,0.0,0.992167,0.331588,0.990777,0.992167,0.0,0.992167,0.0,0.0,0.992864,0.0,0.0,0.992532,0.0,0.0,0.0,0.150734,0.0,0.0,0.0,0.0223359,0.268993,0.0,0.42885,0.426614,0.426746,0.111111,0.0227273,0.000889944,0.0,0.1,0
org.apache.commons.lang3.text.StrSubstitutor$replace<Ljava/lang/StringBuffer;>,0.0,0.0,0.0,0.0,0.994778,0.520614,0.0,0.00608329,0.0,0.0,0.0,0.994778,0.498691,0.993849,0.994778,0.0,0.994778,0.0,0.0,0.995243,0.0,0.0,0.995022,0.0,0.0,0.0,0.15113,0.0,0.0,0.0,0.14784,0.437538,0.0,1.0,1.0,1.0,0.111111,0.0681818,0.00622961,0.0526316,0.0,0
