method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.math.fraction.BigFraction$divide<Ljava/math/BigInteger;>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153273,0.0,0.0,0.0,0.0,0.0,0.0,0.0311419,0.0359862,0.0327566,0.1,0.037037,0.00973499,0.0130719,0.0625,0
org.apache.commons.math.stat.regression.OLSMultipleLinearRegression$solveUpperTriangular<Lorg/apache/commons/math/linear/RealMatrix;Lorg/apache/commons/math/linear/RealMatrix;>,0.0,0.0,0.0,0.0,0.982639,0.326599,0.0,0.00314861,0.0,0.0,0.0,0.982639,0.280754,0.979574,0.982639,0.0,0.982639,0.0,0.0,0.984182,0.0,0.0,0.983449,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0905933,0.180937,0.0,0.143945,0.204152,0.17679,0.2,0.148148,0.0416441,0.0784314,0.125,0
org.apache.commons.math.stat.regression.AbstractMultipleLinearRegression$newYSampleData<[D>,0.0,0.0,0.0,0.0,0.930556,0.128908,0.0,0.0125945,0.0,0.0,0.0,0.930556,0.084596,0.919053,0.930556,0.0,0.930555,0.0,0.0,0.936427,0.0,0.0,0.933639,0.0,0.0,0.0,0.142629,0.0,0.0,0.0,0.223911,0.365244,0.0,0.143945,0.146713,0.145329,0.1,0.037037,0.003245,0.00653595,0.125,0
org.apache.commons.math.ode.nonstiff.DormandPrince54Integrator$estimateError<[[D[D[DD>,0.0,0.0,0.0,0.0,0.954861,0.132275,0.0,0.0081864,0.0,0.0,0.0,0.954861,0.127315,0.947156,0.954861,0.0,0.954861,0.0,0.0,0.958768,0.0,0.0,0.956913,0.0,0.0,0.0,0.146354,0.0,0.0,0.0,0.171354,0.299169,0.0,0.204152,0.204152,0.204152,0.4,0.203704,0.0589508,0.0457516,0.0,0
org.apache.commons.math.linear.RealMatrixImpl$getEntry<II>,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0302267,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.153273,0.0,0.0,0.0,0.375,0.52696,0.0,0.0622837,0.204152,0.156863,0.2,0.0740741,0.01947,0.0130719,0.6875,0
org.apache.commons.math.stat.descriptive.StatisticalSummaryValues$<init><DDJDDD>,0.0,0.0,0.0,0.0,0.982639,0.326599,0.0,0.00314861,0.0,0.0,0.0,0.982639,0.280754,0.979574,0.982639,0.0,0.982639,0.0,0.0,0.984182,0.0,0.0,0.983449,0.0,0.0,0.0,0.150612,0.0,0.0,0.0,0.0905933,0.180937,0.0,0.695502,0.695502,0.695502,0.6,0.12963,0.0108167,0.0457516,0.0,0
org.apache.commons.math.stat.Frequency$valuesIterator<>,0.0,0.0,0.0,0.0,0.989583,0.422799,0.0,0.00188917,0.0,0.0,0.0,0.989583,0.395833,0.987729,0.989583,0.0,0.989583,0.0,0.0,0.990515,0.0,0.0,0.990072,0.0,0.0,0.0,0.151676,0.0,0.0,0.0,0.0625,0.132629,0.0,0.782007,0.782007,0.782007,0.0,0.0185185,0.00216333,0.0,0.1875,0
org.apache.commons.math.linear.decomposition.BiDiagonalTransformer$getB<>,0.0,0.0,0.0,0.0,0.993056,0.4709,0.0,0.00188917,0.0,0.0,0.0,0.993056,0.496528,0.991814,0.993056,0.0,0.993056,0.0,0.0,0.993679,0.0,0.0,0.993383,0.0,0.0,0.0,0.152209,0.0,0.0,0.0,0.0625,0.132629,0.0,0.067128,0.067128,0.067128,0.0,0.0740741,0.0405625,0.0718954,0.0,0
org.apache.commons.math.analysis.integration.LegendreGaussIntegrator$stage<Lorg/apache/commons/math/analysis/UnivariateRealFunction;DDI>,0.0,0.0,0.0,0.0,0.993056,0.4709,0.0,0.00125945,0.0,0.0,0.0,0.993056,0.496528,0.991814,0.993056,0.0,0.993056,0.0,0.0,0.993679,0.0,0.0,0.993383,0.0,0.0,0.0,0.152209,0.0,0.0,0.0,0.045753,0.101205,0.0,0.0961938,0.0961938,0.0961938,0.4,0.203704,0.0313683,0.0522876,0.0,0
org.apache.commons.math.linear.decomposition.SingularValueDecompositionImpl$getRank<>,0.0,0.0,0.0,0.0,0.993056,0.4709,0.0,0.00125945,0.0,0.0,0.0,0.993056,0.496528,0.991814,0.993056,0.0,0.993056,0.0,0.0,0.993679,0.0,0.0,0.993383,0.0,0.0,0.0,0.152209,0.0,0.0,0.0,0.045753,0.101205,0.0,0.067128,0.067128,0.067128,0.0,0.0555556,0.0189292,0.0261438,0.0,0
